TITLE	GENRE
Abraxas, Guardian of the Universe (1990)	Action
Abraxas, Guardian of the Universe (1990)	Adventure
Abraxas, Guardian of the Universe (1990)	Sci-Fi
Abre los ojos (1997)	Drama
Abre los ojos (1997)	Mystery
Abre los ojos (1997)	Romance
Abre los ojos (1997)	Sci-Fi
Abre los ojos (1997)	Thriller
Abril Despedaçado (2001)	Drama
Absinthe Makes the Dead Live Longer! (2009)	Horror
Absinthe Makes the Dead Live Longer! (2009)	Short
Acción mutante (1993)	Action
Acción mutante (1993)	Comedy
Acción mutante (1993)	Crime
Acción mutante (1993)	Sci-Fi
Acción mutante (1993)	Thriller
Ace Drummond (1936)	Action
Ace Drummond (1936)	Adventure
Ace the Zombie: The Motion Picture (2012)	Comedy
Ace the Zombie: The Motion Picture (2012)	Horror
Acid Head: The Buzzard Nuts County Slaughter (2011)	Action
Acid Head: The Buzzard Nuts County Slaughter (2011)	Crime
Acid Head: The Buzzard Nuts County Slaughter (2011)	Horror
Acid Head: The Buzzard Nuts County Slaughter (2011)	Music
Acid Head: The Buzzard Nuts County Slaughter (2011)	Thriller
Acredite, um Espírito Baixou em Mim (2006)	Comedy
Acri (1996)	Fantasy
Across the Universe (2007)	Drama
Across the Universe (2007)	Musical
Across the Universe (2007)	Romance
Acting A.I.: A Portrait of David (2002) (V)	Short
Acting A.I.: A Portrait of Gigolo Joe (2002) (V)	Short
Action Lady & Other Tales (2000) (V)	Adventure
Actium Maximus (2005) (V)	Sci-Fi
Acuity (2007) (V)	Drama
Ada: Zombilerin dügünü (2010)	Comedy
Ada: Zombilerin dügünü (2010)	Horror
Adam Chaplin (2011)	Action
Adam Chaplin (2011)	Crime
Adam Chaplin (2011)	Horror
Adam Chaplin (2011)	Sci-Fi
Adam Chaplin (2011)	Thriller
Adam Hart i Sahara (1990) (V)	Adventure
Adam Hart i Sahara (1990) (V)	Fantasy
Adam Hart i Sahara (1990) (V)	Mystery
Adam Hart i Sahara (1990) (V)	Short
Adam, Vampire. (2007)	Comedy
Adam, Vampire. (2007)	Short
Adaptation to Mercury (2010)	Mystery
Adaptation to Mercury (2010)	Sci-Fi
Adaptation to Mercury (2010)	Short
Adaptation. (2002)	Comedy
Adaptation. (2002)	Crime
Adaptation. (2002)	Drama
Addicted to Murder (1995) (V)	Horror
Addicted to Murder: Tainted Blood (1998)	Horror
Adicolor Yellow (2006)	Action
Adicolor Yellow (2006)	Sci-Fi
Adicolor Yellow (2006)	Short
Adir Ha-Rishon (2008)	Adventure
Adir Ha-Rishon (2008)	Comedy
Adir Ha-Rishon (2008)	Short
Adorable (1933)	Comedy
Adorable (1933)	Musical
Adorable (1933)	Romance
Advance and Be Mechanized (1967)	Animation
Advance and Be Mechanized (1967)	Comedy
Advance and Be Mechanized (1967)	Family
Advance and Be Mechanized (1967)	Sci-Fi
Advance and Be Mechanized (1967)	Short
Advancer Tina (1996) (V)	Animation
Advancer Tina (1996) (V)	Horror
Advancer Tina (1996) (V)	Sci-Fi
Adventures in Dinosaur City (1992)	Adventure
Adventures in Dinosaur City (1992)	Family
Adventures in Dinosaur City (1992)	Fantasy
Adventures of Captain Marvel (1941)	Action
Adventures of Captain Marvel (1941)	Adventure
Adventures of Captain Marvel (1941)	Fantasy
Adventures of Captain Marvel (1941)	Sci-Fi
Adventures of Johnny Tao (2007)	Action
Adventures of Johnny Tao (2007)	Adventure
Adventures of Johnny Tao (2007)	Music
Adventures of a Teenage Dragonslayer (2010)	Adventure
Adventures of a Teenage Dragonslayer (2010)	Comedy
Adventures of a Teenage Dragonslayer (2010)	Family
Adventures of a Teenage Dragonslayer (2010)	Fantasy
Aelita (1924)	Adventure
Aelita (1924)	Drama
Aelita (1924)	Fantasy
Aelita (1924)	Romance
Aelita (1924)	Sci-Fi
Aero-Troopers: The Nemeclous Crusade (2003) (V)	Adventure
Aero-Troopers: The Nemeclous Crusade (2003) (V)	Animation
Aero-Troopers: The Nemeclous Crusade (2003) (V)	Family
Aero-Troopers: The Nemeclous Crusade (2003) (V)	Sci-Fi
Afflicted. (2010)	Horror
Afflicted. (2010)	Short
Afraid of Sunrise (2011)	Horror
Africa Squeaks (1931)	Animation
Africa Squeaks (1931)	Short
Afro Samurai: Resurrection (2009) (TV)	Action
Afro Samurai: Resurrection (2009) (TV)	Adventure
Afro Samurai: Resurrection (2009) (TV)	Animation
Afro Samurai: Resurrection (2009) (TV)	Drama
Afro Samurai: Resurrection (2009) (TV)	Fantasy
Afro Samurai: Resurrection (2009) (TV)	Sci-Fi
After Alice (2000)	Crime
After Alice (2000)	Drama
After Alice (2000)	Mystery
After Alice (2000)	Thriller
After Ate (2004) (V)	Horror
After Ate (2004) (V)	Short
After Death (Oltre la morte) (1989)	Horror
After Hours (2006)	Horror
After Hours (2006)	Short
After Midnight (2005/I) (V)	Horror
After the Blood Rush (2009) (V)	Horror
After the End (2005)	Comedy
After the End (2005)	Horror
After the End (2005)	Short
After-Life (2008)	Short
Aftershock (1990)	Action
Aftershock (1990)	Sci-Fi
Against the Dark (2009) (V)	Action
Against the Dark (2009) (V)	Horror
Against the Dark (2009) (V)	Sci-Fi
Against the Dark (2009) (V)	Thriller
Age of Demons (1992) (V)	Action
Age of Demons (1992) (V)	Adventure
Age of Demons (1992) (V)	Comedy
Age of Demons (1992) (V)	Horror
Age of Demons (1992) (V)	Sci-Fi
Age of the Dragons (2011)	Action
Age of the Dragons (2011)	Fantasy
Age of the Dragons (2011)	Thriller
Agent 009 3/4 2: Historien om dræberrobotten (1994) (V)	Comedy
Agent 009 3/4 2: Historien om dræberrobotten (1994) (V)	Drama
Agent 009 3/4 2: Historien om dræberrobotten (1994) (V)	Thriller
Agnes Cecilia - En sällsam historia (1991)	Mystery
Agowa gongpo (1978)	Horror
Agro & York: Moon Monkeys (1998)	Action
Agro & York: Moon Monkeys (1998)	Animation
Agro & York: Moon Monkeys (1998)	Comedy
Agro & York: Moon Monkeys (1998)	Sci-Fi
Agro & York: Moon Monkeys (1998)	Short
Ai no borei (1978)	Drama
Ai no borei (1978)	Horror
Ai no borei (1978)	Romance
Ai no borei (1978)	Thriller
Aim for the Heart: A Guide to Vampire Defense (2008)	Action
Aim for the Heart: A Guide to Vampire Defense (2008)	Comedy
Aim for the Heart: A Guide to Vampire Defense (2008)	Horror
Aim for the Heart: A Guide to Vampire Defense (2008)	Short
Air Police (1931)	Action
Air Police (1931)	Adventure
Air Police (1931)	Crime
Air Police (1931)	Drama
Air Police (1931)	Romance
Airmax and the Cottonball Monsters (1999)	Animation
Airmax and the Cottonball Monsters (1999)	Comedy
Airmax and the Cottonball Monsters (1999)	Short
Ajooba Kudrat Ka (1991)	Action
Ajooba Kudrat Ka (1991)	Adventure
Ajooba Kudrat Ka (1991)	Fantasy
Akarui mirai (2003)	Drama
Akce Bororo (1973)	Sci-Fi
Aki's Dream (2001) (V)	Animation
Aki's Dream (2001) (V)	Fantasy
Aki's Dream (2001) (V)	Sci-Fi
Aki's Dream (2001) (V)	Short
Akiko (1996) (V)	Animation
Akiko (1996) (V)	Mystery
Akiko (1996) (V)	Sci-Fi
Akiko (1996) (V)	Thriller
Akira (1988)	Animation
Akira (1988)	Fantasy
Akira (1988)	Sci-Fi
Aks (2001)	Mystery
Aks (2001)	Thriller
Akumi (2005)	Horror
Akumi (2005)	Short
Al Dente (2007)	Animation
Al Dente (2007)	Fantasy
Al Dente (2007)	Music
Al Dente (2007)	Short
Al-amira wal-nahr (1982)	Action
Al-amira wal-nahr (1982)	Adventure
Al-amira wal-nahr (1982)	Animation
Al-amira wal-nahr (1982)	Family
Al-ins wal jinn (1985)	Drama
Al-ins wal jinn (1985)	Fantasy
Al-ins wal jinn (1985)	Horror
Al-mummia (1969)	Drama
Aladdin (1992)	Adventure
Aladdin (1992)	Animation
Aladdin (1992)	Family
Aladdin (1992)	Fantasy
Aladdin (1992)	Musical
Aladdin (1992)	Romance
Aladdin and His Wonderful Lamp (1939)	Action
Aladdin and His Wonderful Lamp (1939)	Animation
Aladdin and His Wonderful Lamp (1939)	Comedy
Aladdin and His Wonderful Lamp (1939)	Family
Aladdin and His Wonderful Lamp (1939)	Short
Alamat ng ninja kuno (1986)	Action
Alamat ng ninja kuno (1986)	Comedy
Alamat ng ninja kuno (1986)	Fantasy
Alamat ng ninja kuno (1986)	Horror
Alapaap (1984)	Drama
Alapaap (1984)	Horror
Alapaap (1984)	Thriller
Alarido del terror (1991)	Horror
Alarido del terror (1991)	Mystery
Alarido del terror (1991)	Sci-Fi
Alarido del terror (1991)	Thriller
Alarming (2012) (V)	Comedy
Alarming (2012) (V)	Fantasy
Alarming (2012) (V)	Horror
Alborada carmesí (2009)	Thriller
Alenkiy tsvetochek (1977)	Family
Alenkiy tsvetochek (1977)	Fantasy
Alex, Vampire Slayer (2005)	Comedy
Alex, Vampire Slayer (2005)	Horror
Alex, Vampire Slayer (2005)	Short
Alias Nick Beal (1949)	Drama
Alias Nick Beal (1949)	Mystery
Alias Nick Beal (1949)	Thriller
Alice (1990)	Comedy
Alice (1990)	Fantasy
Alice (1990)	Romance
Alice Cooper: The Nightmare (1975) (TV)	Horror
Alice Cooper: The Nightmare (1975) (TV)	Musical
Alice Jacobs Is Dead (2009)	Horror
Alice Jacobs Is Dead (2009)	Romance
Alice Jacobs Is Dead (2009)	Short
Alice and the Dog Catcher (1924)	Animation
Alice and the Dog Catcher (1924)	Comedy
Alice and the Dog Catcher (1924)	Short
Alice in Wonderland (1985) (TV)	Adventure
Alice in Wonderland (1985) (TV)	Family
Alice in Wonderland (1985) (TV)	Fantasy
Alice in Wonderland (1985) (TV)	Musical
Alice in Wonderland (2010)	Adventure
Alice in Wonderland (2010)	Family
Alice in Wonderland (2010)	Fantasy
Alien (1979)	Horror
Alien (1979)	Sci-Fi
Alien 2 - Sulla terra (1980)	Horror
Alien 2 - Sulla terra (1980)	Sci-Fi
Alien 51 (2004) (V)	Horror
Alien 51 (2004) (V)	Sci-Fi
Alien Abdicktion (2009)	Comedy
Alien Abdicktion (2009)	Sci-Fi
Alien Abdicktion (2009)	Short
Alien Abduction (2005)	Horror
Alien Abduction (2005)	Sci-Fi
Alien Abduction (2005)	Thriller
Alien Abduction: Incident in Lake County (1998) (TV)	Drama
Alien Abduction: Incident in Lake County (1998) (TV)	Horror
Alien Abduction: Incident in Lake County (1998) (TV)	Sci-Fi
Alien Agenda: Out of the Darkness (1996) (V)	Sci-Fi
Alien Agent (2007) (V)	Action
Alien Agent (2007) (V)	Crime
Alien Agent (2007) (V)	Drama
Alien Agent (2007) (V)	Sci-Fi
Alien Apocalypse (2005) (TV)	Adventure
Alien Apocalypse (2005) (TV)	Adventure
Alien Apocalypse (2005) (TV)	Sci-Fi
Alien Apocalypse (2005) (TV)	Sci-Fi
Alien Autopsy (2006)	Comedy
Alien Autopsy (2006)	Sci-Fi
Alien Autopsy: (Fact or Fiction?) (1995) (TV)	Sci-Fi
Alien Avengers II (1998) (TV)	Comedy
Alien Avengers II (1998) (TV)	Sci-Fi
Alien Beach Party Massacre (1996)	Sci-Fi
Alien Conspiracy (2008)	Comedy
Alien Conspiracy (2008)	Drama
Alien Conspiracy (2008)	Sci-Fi
Alien Conspiracy (2008)	Short
Alien Dead (1980)	Horror
Alien Dead (1980)	Sci-Fi
Alien Dinner Theatre (2006)	Animation
Alien Dinner Theatre (2006)	Music
Alien Dinner Theatre (2006)	Sci-Fi
Alien Dinner Theatre (2006)	Short
Alien Factor 2: The Alien Rampage (2001)	Horror
Alien Factor 2: The Alien Rampage (2001)	Sci-Fi
Alien Fury: Countdown to Invasion (2000) (TV)	Sci-Fi
Alien Fury: Countdown to Invasion (2000) (TV)	Thriller
Alien Generation: The Visual Effects of 'District 9' (2009) (V)	Short
Alien Gods (2003) (TV)	Sci-Fi
Alien Hunter (2003)	Action
Alien Hunter (2003)	Sci-Fi
Alien Hunter (2003)	Thriller
Alien Hunter (2004)	Action
Alien Hunter (2004)	Sci-Fi
Alien Hunter (2004)	Short
Alien Inhabitant (2011)	Crime
Alien Inhabitant (2011)	Drama
Alien Inhabitant (2011)	Fantasy
Alien Inhabitant (2011)	Horror
Alien Inhabitant (2011)	Mystery
Alien Inhabitant (2011)	Romance
Alien Inhabitant (2011)	Sci-Fi
Alien Inhabitant (2011)	Thriller
Alien Intruder (1993) (V)	Sci-Fi
Alien Nation (1988)	Crime
Alien Nation (1988)	Drama
Alien Nation (1988)	Sci-Fi
Alien Nation (1988)	Thriller
Alien Nation: Body and Soul (1995) (TV)	Sci-Fi
Alien Nation: Dark Horizon (1994) (TV)	Drama
Alien Nation: Dark Horizon (1994) (TV)	Sci-Fi
Alien Nation: Millennium (1996) (TV)	Sci-Fi
Alien Nation: The Enemy Within (1996) (TV)	Sci-Fi
Alien Nation: The Udara Legacy (1997) (TV)	Sci-Fi
Alien Opponent (2010)	Action
Alien Opponent (2010)	Comedy
Alien Opponent (2010)	Sci-Fi
Alien Origin (2012) (V)	Biography
Alien Origin (2012) (V)	Horror
Alien Origin (2012) (V)	Sci-Fi
Alien Origin (2012) (V)	Thriller
Alien Planet (2005) (TV)	Animation
Alien Planet (2005) (TV)	Sci-Fi
Alien Predator (1985)	Drama
Alien Predator (1985)	Horror
Alien Predator (1985)	Sci-Fi
Alien Private Eye (1987)	Action
Alien Private Eye (1987)	Sci-Fi
Alien Raiders (2008)	Horror
Alien Raiders (2008)	Sci-Fi
Alien Raiders (2008)	Thriller
Alien Seed (1989)	Sci-Fi
Alien Space Avenger (1989)	Comedy
Alien Space Avenger (1989)	Horror
Alien Space Avenger (1989)	Sci-Fi
Alien Species (1996)	Sci-Fi
Alien Terminator (1995)	Horror
Alien Terminator (1995)	Sci-Fi
Alien Trespass (2009)	Comedy
Alien Trespass (2009)	Horror
Alien Trespass (2009)	Sci-Fi
Alien Trespass (2009)	Thriller
Alien Underdogs (2005)	Animation
Alien Underdogs (2005)	Short
Alien Vengeance II: Rogue Element (2010)	Sci-Fi
Alien Vengeance: The First Encounter (2009)	Sci-Fi
Alien Vengeance: The First Encounter (2009)	Short
Alien Warrior (1986)	Action
Alien Warrior (1986)	Crime
Alien Warrior (1986)	Sci-Fi
Alien degli abissi (1989)	Horror
Alien degli abissi (1989)	Sci-Fi
Alien vs. Ninja (2010)	Action
Alien vs. Ninja (2010)	Comedy
Alien vs. Ninja (2010)	Fantasy
Alien vs. Ninja (2010)	Horror
Alien vs. Ninja (2010)	Sci-Fi
Alien: Resurrection (1997)	Action
Alien: Resurrection (1997)	Sci-Fi
Alien: Resurrection (1997)	Thriller
Alienated (2009)	Comedy
Alienated (2009)	Short
Alienator (1990)	Action
Alienator (1990)	Sci-Fi
Alieni a Ponte Mammolo (2008)	Sci-Fi
Alieno, l'uomo del futuro (2007)	Drama
Aliens (1986)	Action
Aliens (1986)	Adventure
Aliens (1986)	Sci-Fi
Aliens (1986)	Thriller
Aliens (2007)	Drama
Aliens (2007)	Short
Aliens Among Us (2004)	Comedy
Aliens Among Us (2004)	Sci-Fi
Aliens Among Us (2004)	Short
Aliens Next Door (1989) (TV)	Animation
Aliens Next Door (1989) (TV)	Comedy
Aliens Next Door (1989) (TV)	Family
Aliens Next Door (1989) (TV)	Sci-Fi
Aliens from Spaceship Earth (1977)	Sci-Fi
Aliens in the Attic (2009)	Adventure
Aliens in the Attic (2009)	Comedy
Aliens in the Attic (2009)	Family
Aliens in the Attic (2009)	Sci-Fi
Aliens in the Attic: Lights, Camera, Aliens (2009) (V)	Short
Aliens in the Attic: Meet the Zirkonians (2009) (V)	Short
Aliens in the Attic: The Ashley Encounters (2009) (V)	Short
Aliens in the Wild, Wild West (1999) (V)	Action
Aliens in the Wild, Wild West (1999) (V)	Sci-Fi
Aliens in the Wild, Wild West (1999) (V)	Western
Aliens on Crack (2009)	Action
Aliens on Crack (2009)	Comedy
Aliens vs Sailors (2012)	Sci-Fi
Aliens vs Sailors (2012)	Short
Aliens vs. Avatars (2011)	Sci-Fi
Aliens: Ride at the Speed of Fright (1996)	Action
Aliens: Ride at the Speed of Fright (1996)	Adventure
Aliens: Ride at the Speed of Fright (1996)	Sci-Fi
Aliens: Ride at the Speed of Fright (1996)	Short
Aliens: Zone-X (2012)	Sci-Fi
Alien³ (1992)	Action
Alien³ (1992)	Sci-Fi
Alien³ (1992)	Sci-Fi
Alien³ (1992)	Thriller
Alison's Birthday (1981)	Horror
Alive in Joburg (2006)	Sci-Fi
Alive in Joburg (2006)	Short
All Hell (2009)	Drama
All Hell (2009)	Horror
All Hell (2009)	Short
All Purpose Cultural Cat Girl Nuku Nuku Dash 2 (2003) (V)	Action
All Purpose Cultural Cat Girl Nuku Nuku Dash 2 (2003) (V)	Animation
All Purpose Cultural Cat Girl Nuku Nuku Dash 2 (2003) (V)	Sci-Fi
All Souls Day: Dia de los Muertos (2005)	Horror
All Souls Day: Dia de los Muertos (2005)	Thriller
All That Money Can Buy (1941)	Comedy
All That Money Can Buy (1941)	Drama
All That Money Can Buy (1941)	Fantasy
All That Money Can Buy (1941)	Horror
All Will Be Blood (2010) (V)	Short
All Wrapped Up (2007) (V)	Horror
All of the Dead (2000)	Animation
All of the Dead (2000)	Horror
All of the Dead (2000)	Short
All-Star Superman (2011) (V)	Action
All-Star Superman (2011) (V)	Animation
All-Star Superman (2011) (V)	Sci-Fi
Allan Quatermain and the Lost City of Gold (1986)	Action
Allan Quatermain and the Lost City of Gold (1986)	Adventure
Allan Quatermain and the Lost City of Gold (1986)	Comedy
Allen and Rossi Meet Dracula and Frankenstein (1974)	Comedy
Alliance (2005)	Sci-Fi
Alliance (2005)	Short
Alligator Alley (2000)	Comedy
Alligator Alley (2000)	Family
Alligator Alley (2000)	Fantasy
Alligator X (2010)	Horror
Alligator X (2010)	Sci-Fi
Alligator X (2010)	Thriller
Alloimono stous neous (1961)	Comedy
Alloimono stous neous (1961)	Fantasy
Alloimono stous neous (1961)	Romance
Almighty Thor (2011) (TV)	Adventure
Almighty Thor (2011) (TV)	Fantasy
Aloha, Scooby-Doo (2005) (V)	Animation
Aloha, Scooby-Doo (2005) (V)	Comedy
Aloha, Scooby-Doo (2005) (V)	Family
Aloha, Scooby-Doo (2005) (V)	Mystery
Aloha, the Little Vampire (1987)	Comedy
Alone (2006)	Drama
Alone (2006)	Fantasy
Alone (2006)	Short
Alone (2007/I)	Drama
Alone (2007/I)	Horror
Alone (2007/I)	Thriller
Alone (2010/X)	Sci-Fi
Alone (2010/X)	Short
Alone About the Universe (2008)	Sci-Fi
Alone About the Universe (2008)	Short
Alone in the Dark (2005)	Action
Alone in the Dark (2005)	Horror
Alone in the Dark II (2008) (V)	Fantasy
Alone in the Dark II (2008) (V)	Horror
Alone in the Dark II (2008) (V)	Thriller
Along the Moonbeam Trail (1920)	Animation
Along the Moonbeam Trail (1920)	Short
Als je begrijpt wat ik bedoel (1983)	Animation
Als je begrijpt wat ik bedoel (1983)	Family
Als je begrijpt wat ik bedoel (1983)	Fantasy
Alta Frecuencia (2008)	Horror
Alta Frecuencia (2008)	Mystery
Alta Frecuencia (2008)	Sci-Fi
Alta Frecuencia (2008)	Short
Alter Egotist (1967)	Animation
Alter Egotist (1967)	Short
Altered (2006)	Horror
Altered (2006)	Sci-Fi
Altered (2006)	Thriller
Altered States of Plaine (2012)	Drama
Altered States of Plaine (2012)	Mystery
Altered States of Plaine (2012)	Sci-Fi
Altered States of Plaine (2012)	Thriller
Altitude (2010)	Horror
Altitude (2010)	Mystery
Altitude (2010)	Sci-Fi
Altitude (2010)	Thriller
Alucard (2008) (V)	Horror
Alucarda, la hija de las tinieblas (1977)	Horror
Alucarda, la hija de las tinieblas (1977)	Thriller
Alvin and the Chipmunks Meet the Wolfman (2000) (V)	Animation
Alvin and the Chipmunks Meet the Wolfman (2000) (V)	Comedy
Alvin and the Chipmunks Meet the Wolfman (2000) (V)	Family
Alvin and the Chipmunks Meet the Wolfman (2000) (V)	Fantasy
Alvin and the Chipmunks Meet the Wolfman (2000) (V)	Horror
Alvin and the Chipmunks Meet the Wolfman (2000) (V)	Musical
Always (1989)	Drama
Always (1989)	Fantasy
Always (1989)	Romance
Always from Darkness (2011)	Horror
Amanda & the Alien (1995) (TV)	Comedy
Amanda & the Alien (1995) (TV)	Sci-Fi
Amania (2010)	Drama
Amania (2010)	Fantasy
Amanti d'oltretomba (1965)	Horror
Amarinimo kowasugiru hanashi ge: Chô kowai shirîzu (2006) (V)	Horror
Amarinimo kowasugiru hanashi ge: Chô kowai shirîzu (2006) (V)	Talk-Show
Amazon Women on the Moon (1987)	Comedy
Amazon Women on the Moon (1987)	Sci-Fi
Amazone (2000)	Adventure
Amazone (2000)	Comedy
Amazone (2000)	Romance
Amazone (2000)	Sci-Fi
Amber Aroused (1985)	Sci-Fi
Ame-agari no kimi (2012)	Horror
America 3000 (1986)	Action
America 3000 (1986)	Adventure
America 3000 (1986)	Sci-Fi
America, America (1963)	Drama
America, America (1963)	Romance
American Cyborg: Steel Warrior (1993)	Action
American Cyborg: Steel Warrior (1993)	Adventure
American Cyborg: Steel Warrior (1993)	Sci-Fi
American Gothic (2007)	Drama
American Gothic (2007)	Short
American Pie Presents Band Camp (2005) (V)	Comedy
American Vampire (2009) (V)	Horror
American Zombie (2007)	Comedy
American Zombie (2007)	Horror
Amhurst (2008)	Horror
Amhurst (2008)	Thriller
Amityville 3-D (1983)	Horror
Amityville 3-D (1983)	Thriller
Amityville II: The Possession (1982)	Drama
Amityville II: The Possession (1982)	Horror
Amityville II: The Possession (1982)	Thriller
Amityville: Dollhouse (1996) (V)	Horror
Amityville: The Evil Escapes (1989) (TV)	Horror
Amon: Devilman mokushiroku (2000) (V)	Action
Amon: Devilman mokushiroku (2000) (V)	Animation
Amon: Devilman mokushiroku (2000) (V)	Fantasy
Amon: Devilman mokushiroku (2000) (V)	Horror
Among Us (2004) (V)	Horror
Among the Dead (2008) (V)	Horror
Among the Fallen (2011)	Horror
Amphibious 3D (2010)	Horror
An Afghan Night (2008)	Action
An Afghan Night (2008)	Comedy
An Afghan Night (2008)	Crime
An Afghan Night (2008)	Sci-Fi
An Afghan Night (2008)	Short
An All Dogs Christmas Carol (1998) (V)	Animation
An All Dogs Christmas Carol (1998) (V)	Family
An All Dogs Christmas Carol (1998) (V)	Musical
An American Christmas Carol (1979) (TV)	Drama
An American Christmas Carol (1979) (TV)	Fantasy
An American Haunting (2005)	Horror
An American Haunting (2005)	Mystery
An American Haunting (2005)	Thriller
An American Tail: The Mystery of the Night Monster (1999) (V)	Adventure
An American Tail: The Mystery of the Night Monster (1999) (V)	Animation
An American Tail: The Mystery of the Night Monster (1999) (V)	Family
