TITLE	KEYWORD	YEAR
The Box (2009/I)	alien	2009
The Box of the Dead (2010) (V)	devil	2010
The Box of the Dead (2010) (V)	ghost	2010
The Box of the Dead (2010) (V)	zombie	2010
The Boy Who Cried Werewolf (1973)	monster	1973
The Boy Who Cried Werewolf (1973)	werewolf	1973
The Boy Who Cried Werewolf (2010) (TV)	vampire	2010
The Boy Who Cried Werewolf (2010) (TV)	werewolf	2010
The Boy Who Loved Trolls (1984) (TV)	troll	1984
The Boy Who Turned Yellow (1972)	alien	1972
The Boys Are Back (2009)	ghost	2009
The Boys of St. Vincent (1992) (TV)	predator	2009
The Brain (1988)	alien	1988
The Brain Eaters (1958)	alien	1958
The Brain Eaters (1958)	zombie	1958
The Brain Leeches (1978)	alien	1978
The Brain That Wouldn't Die (1962)	monster	1962
The Brain That Wouldn't Die (1962)	mutant	1962
The Brain from Planet Arous (1957)	alien	1957
The Braindead (2001)	zombie	2001
The Breed (2001)	vampire	2001
The Bride (1985)	frankenstein's-monster	1985
The Bride (1985)	monster	1985
The Brides of Dracula (1960)	vampire	1960
The Brides of Sodom (2012)	vampire	2012
The Brood (1979)	mutant	1979
The Brother from Another Planet (1984)	alien	1984
The Brotherhood (2001) (V)	vampire	2001
The Brotherhood III: Young Demons (2003) (V)	demon	2003
The Brotherhood of Satan (1971)	devil	1971
The Brotherhood of Satan (1971)	satan	1971
The Brotherhood of Satan (1971)	witch	1971
The Brothers Grimm (2005)	ghost	2005
The Brothers Grimm (2005)	monster	2005
The Brothers Grimm (2005)	werewolf	2005
The Brothers Grimm (2005)	witch	2005
The Burbank Playas Present: Manipede! (2011)	monster	2011
The Burrowers (2008)	monster	2008
The Businessman (2005) (V)	vampire	2005
The CBC (2009) (V)	mutant	2009
The Cabin (1998)	demon	1998
The Cabin (1998)	zombie	1998
The Cabin in the Woods (2011)	ghost	2011
The Cabin in the Woods (2011)	giant-snake	2011
The Cabin in the Woods (2011)	monster	2011
The Cabin in the Woods (2011)	werewolf	2011
The Cabin in the Woods (2011)	zombie	2011
The Calico Dragon (1935)	dragon	1935
The Call of Cthulhu (2005)	monster	2005
The Canterville Ghost (1944)	ghost	1944
The Canterville Ghost (1985) (TV)	ghost	1985
The Canterville Ghost (1986) (TV)	ghost	1986
The Canterville Ghost (1996) (TV)	ghost	1996
The Canterville Ghost (1997) (TV)	ghost	1997
The Cape Canaveral Monsters (1960)	alien	1960
The Cape Canaveral Monsters (1960)	zombie	1960
The Capture of Bigfoot (1979)	bigfoot	1979
The Capture of Bigfoot (1979)	monster	1979
The Capture of Bigfoot (1979)	sasquatch	1979
The Capture of Bigfoot (1979)	yeti	1979
The Car (1977)	devil	1977
The Caregiver (2006) (V)	monster	2006
The Carrier (1988)	monster	1988
The Case of the Celebrity Impersonating Alien (2009)	alien	2009
The Case of the Screaming Bishop (1944)	mummy	1944
The Case of the Whitechapel Vampire (2002) (TV)	vampire	2002
The Cat Creature (1973) (TV)	ghost	1973
The Cat Creature (1973) (TV)	monster	1973
The Cat Creature (1973) (TV)	mummy	1973
The Cat and the Canary (1927)	ghost	1927
The Cat and the Canary (1939)	ghost	1939
The Cat and the Mermouse (1949)	mermaid	1949
The Cat from Outer Space (1978)	alien	1978
The Catcher (1998)	ghost	1998
The Cats of Mars Meet the Toy Car (2010)	robot	2010
The Cave (2005)	monster	2005
The Celestine Prophecy (2006)	ghost	2006
The Cellar (1989)	demon	1989
The Cellar (1989)	monster	1989
The Challenge (2010)	devil	2010
The Changeling (1980)	ghost	1980
The Charmkins (1983) (TV)	dragon	1983
The Chicken from Outer Space (1996)	alien	1996
The Child (1977)	zombie	1977
The Children (1980)	zombie	1980
The Children of Terra Firma (2012)	alien	2012
The Chilling (1989)	zombie	1989
The China Plate (1931)	dragon	1931
The Chosen One (2009)	vampire	2009
The Chosen One (2009)	zombie	2009
The Christmas Carol (1949) (TV)	ghost	1949
The Chronicles of Bloom Center (1915)	ghost	1915
The Chronicles of Narnia: Prince Caspian (2008)	witch	2008
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)	cyclops	2005
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)	mermaid	2005
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)	witch	2005
The Chronicles of Narnia: The Voyage of the Dawn Treader (2010)	dragon	2010
The Chronicles of Narnia: The Voyage of the Dawn Treader (2010)	sea-monster	2010
The Chrysalid Forebodings (2009)	ghost	2009
The Chubbchubbs! (2002)	alien	2002
The City of the Dead (1960)	devil	1960
The City of the Dead (1960)	satan	1960
The City of the Dead (1960)	witch	1960
The Clock Strikes Doom (2006)	alien	2006
The Clock Strikes Doom (2006)	monster	2006
The Club (1994)	demon	1994
The Club (1994)	devil	1994
The Cockeyed Miracle (1946)	ghost	1946
The Code: Legend of the Gamers (2007)	dragon	2007
The Coffin (2008)	ghost	2008
The Cold Room (1984) (TV)	ghost	1984
The Collegians Are Go!! (1999)	zombie	1999
The Collingswood Story (2002)	satan	2002
The Colossus of New York (1958)	robot	1958
The Colour of Magic (2008) (TV)	dragon	2008
The Colour of Magic (2008) (TV)	troll	2008
The Coming (2009)	alien	2009
The Companion (1994) (TV)	android	1994
The Company of Wolves (1984)	demon	1984
The Company of Wolves (1984)	devil	1984
The Company of Wolves (1984)	monster	1984
The Company of Wolves (1984)	werewolf	1984
The Computer: Wonder of the Future (2009)	robot	2009
The Coneheads (1983) (TV)	alien	1983
The Congregation (2011)	zombie	2011
The Convent (2000)	demon	2000
The Convent (2000)	zombie	2000
The Cookie Carnival (1935)	devil	1935
The Corpse Grinders 2 (2000) (V)	alien	2000
The Corrupted (2010)	alien	2010
The Corsican Brothers (1898)	ghost	1898
The Cosmic Man (1959)	alien	1959
The Cosmic Man (1959)	invisible-man	1959
The Cottage (2008)	monster	2008
The Countess (2009)	witch	2009
The Coven (2002) (V)	witch	2002
The Covenant (2006)	ghost	2006
The Covenant (2006)	invisible-man	2006
The Craft (1996)	witch	1996
The Crater Lake Monster (1977)	dinosaur	1977
The Crater Lake Monster (1977)	monster	1977
The Crawling Hand (1963)	alien	1963
The Crawling Hand (1963)	mutant	1963
The Crazies (2010)	zombie	2010
The Creation (1988) (V)	devil	1988
The Creation (1988) (V)	satan	1988
The Creation of the Humanoids (1962)	android	1962
The Creation of the Humanoids (1962)	robot	1962
The Creature Walks Among Us (1956)	monster	1956
The Creature Walks Among Us (1956)	sea-monster	1956
The Creature Wasn't Nice (1983)	alien	1983
The Creature Wasn't Nice (1983)	monster	1983
The Creature of the Sunny Side Up Trailer Park (2006)	monster	2006
The Creeping Flesh (1973)	monster	1973
The Creeping Terror (1964)	alien	1964
The Creeping Terror (1964)	monster	1964
The Creeps (1997)	dracula	1997
The Creeps (1997)	frankenstein's-monster	1997
The Creeps (1997)	monster	1997
The Creeps (1997)	mummy	1997
The Creeps (1997)	vampire	1997
The Creeps (1997)	werewolf	1997
The Crooked Symphony (2009)	monster	2009
The Crow (1994)	zombie	1994
The Crucible (1967) (TV)	devil	1967
The Crucible (1967) (TV)	satan	1967
The Crucible (1980) (TV)	devil	1980
The Crucible (1980) (TV)	satan	1980
The Crucible (1996)	devil	1996
The Crucible (1996)	satan	1996
The Crucible (1996)	witch	1996
The Cry (2007)	ghost	2007
The Cry (2007)	witch	2007
The Crystal Gazer (1941)	mummy	1941
The Curse (1987)	mutant	1987
The Curse (1999)	werewolf	1999
The Curse (2011/I)	demon	2011
The Curse of Ba'al (2012)	demon	2012
The Curse of Frankenstein (1957)	frankenstein's-monster	1957
The Curse of Frankenstein (1957)	monster	1957
The Curse of Frankenstein (1957)	zombie	1957
The Curse of King Tut's Tomb (1980) (TV)	mummy	1980
The Curse of King Tut's Tomb (2006) (TV)	giant-snake	2006
The Curse of King Tut's Tomb (2006) (TV)	mummy	2006
The Curse of the Cat People (1944)	ghost	1944
The Curse of the Komodo (2004)	zombie	2004
The Curse of the Mummy's Tomb (1964)	monster	1964
The Curse of the Mummy's Tomb (1964)	mummy	1964
The Curse of the Screaming Dead (1982)	zombie	1982
The Curse of the Werewolf (1961)	monster	1961
The Curse of the Werewolf (1961)	werewolf	1961
The Cursed (2010)	demon	2010
The Cursed (2010)	monster	2010
The Cyclops (1957)	cyclops	1957
The Cyclops (1957)	giant-snake	1957
The Cyclops (1957)	monster	1957
The Cyclops (1957)	mutant	1957
The Dahl Dynasty (2012)	ghost	2012
The Damned (1963)	mutant	1963
The Damned (2006) (V)	vampire	2006
The Dangerous Lives of Altar Boys (2002)	ghost	2002
The Dangerous Lives of Altar Boys (2002)	predator	2002
The Dark (1979)	alien	1979
The Dark (1979)	monster	1979
The Dark (1993)	monster	1993
The Dark (2001) (V)	vampire	2001
The Dark (2005)	ghost	2005
The Dark (2008)	monster	2008
The Dark (2008)	werewolf	2008
The Dark Crystal (1982)	monster	1982
The Dark Crystal (1982)	vampire	1982
The Dark Gift (2009) (V)	vampire	2009
The Dark Half (1993)	ghost	1993
The Dark Lurking (2010)	alien	2010
The Dark Lurking (2010)	monster	2010
The Dark Lurking (2010)	zombie	2010
The Dark Mirror (1920)	ghost	1920
The Dark Power (1985)	ghost	1985
The Dark Power (1985)	zombie	1985
The Dark Side of the Moon (1990)	devil	1990
The Darkling (2000) (TV)	demon	2000
The Daughters of Darkness (2007) (V)	vampire	2007
The Day It Came to Earth (1979)	zombie	1979
The Day Mars Invaded Earth (1963)	alien	1963
The Day Time Ended (1979)	alien	1979
The Day Time Ended (1979)	dinosaur	1979
The Day Time Ended (1979)	monster	1979
The Day Time Ended (1979)	robot	1979
The Day We Disappear (2001)	vampire	2001
The Day of the Triffids (1962)	monster	1962
The Day of the Triffids (1962)	monster-plant	1962
The Day of the Triffids (1962)	mutant	1962
The Day the Earth Stood Still (1951)	alien	1951
The Day the Earth Stood Still (1951)	android	1951
The Day the Earth Stood Still (1951)	robot	1951
The Day the Earth Stood Still (2008)	alien	2008
The Day the Earth Stood Still (2008)	robot	2008
The Day the Earth Stopped (2008) (V)	alien	2008
The Day the Women Took Over or I Was a Teenage Neo-Impressionist (1998)	monster	1998
The Day the Women Took Over or I Was a Teenage Neo-Impressionist (1998)	sea-monster	1998
The Day the World Ended (2001) (TV)	alien	2001
The Day the World Ended (2001) (TV)	monster	2001
The Daydreamer (1966)	mermaid	1966
The Daylight Werewolf (2007)	werewolf	2007
The Dead (2010)	zombie	2010
The Dead Can't Dance (2010)	zombie	2010
The Dead Come Home (1989)	zombie	1989
The Dead Don't Die (1975) (TV)	zombie	1975
The Dead Hate the Living! (2000) (V)	zombie	2000
The Dead Inside (2005)	ghost	2005
The Dead Live (2006) (V)	zombie	2006
The Dead Live Still (2012) (V)	zombie	2012
The Dead Matter (2010)	vampire	2010
The Dead Matter (2010)	zombie	2010
The Dead Mile (2012)	zombie	2012
The Dead Must Die (2009)	zombie	2009
The Dead Next Door (1989)	zombie	1989
The Dead One (1961)	zombie	1961
The Dead Pit (1989)	zombie	1989
The Dead Undead (2010)	vampire	2010
The Dead Undead (2010)	zombie	2010
The Dead Walk (2008)	zombie	2008
The Dead Walk in Brooklyn (2008)	zombie	2008
The Dead Want Women (2012) (V)	ghost	2012
The Dead Will Tell (2004) (TV)	ghost	2004
The Dead and the Damned (2011) (V)	zombie	2011
The Deadening (2007/I)	zombie	2007
The Deadening (2007/II)	zombie	2007
The Deadening (2009)	monster	2009
The Deadly Mantis (1957)	giant-insect	1957
The Deadly Spawn (1983)	alien	1983
The Deadly Spawn (1983)	monster	1983
The Death Train (1978) (TV)	ghost	1978
The Death of Alice Blue (2009)	vampire	2009
The Deathhead Virgin (1974)	ghost	1974
The Deaths of Ian Stone (2007)	monster	2007
The Deep Boo Sea (1952)	ghost	1952
The Demon (1981)	demon	1981
The Demon (1981)	monster	1981
The Demon Lover (1977)	demon	1977
The Demon Murder Case (1983) (TV)	demon	1983
The Demon's Rook (2013)	demon	2013
The Demon's Rook (2013)	monster	2013
The Demon's Rook (2013)	zombie	2013
The Demons (????)	witch	2013
The Demons of Ludlow (1983)	demon	1983
The Demons of Ludlow (1983)	ghost	1983
The Descent (2005)	ghost	2005
The Descent (2005)	monster	2005
The Descent: Part 2 (2009)	monster	2009
The Descent: Part 2 (2009)	mutant	2009
The Descrying (2010) (V)	ghost	2010
The Devil Rides Out (1968)	giant-spider	1968
The Devil Walks Among You (2011)	devil	2011
The Devil and Daniel Webster (2004)	devil	2004
The Devil and Danny Webster (2010)	devil	2010
The Devil and Max Devlin (1981)	devil	1981
The Devil and Me (2010)	satan	2010
The Devil and Miss Sarah (1971) (TV)	devil	1971
The Devil's Advocate (1997)	demon	1997
The Devil's Advocate (1997)	devil	1997
The Devil's Advocate (1997)	satan	1997
The Devil's Cabaret (1930)	devil	1930
The Devil's Cabaret (1930)	satan	1930
The Devil's Chair (2007/II)	demon	2007
The Devil's Child (1997) (TV)	devil	1997
The Devil's Daughter (1973) (TV)	devil	1973
The Devil's Dominoes (2008)	devil	2008
The Devil's Double (1916)	devil	1916
The Devil's Gift (1984)	demon	1984
The Devil's Gravestone (2010)	vampire	2010
The Devil's Men (1976)	demon	1976
The Devil's Muse (2007)	ghost	2007
The Devil's Pie (2011)	devil	2011
The Devil's Pie (2011)	satan	2011
The Devil's Playthings (2012)	demon	2012
The Devil's Rain (1975)	demon	1975
The Devil's Whispers (2009)	devil	2009
The Devils (1971)	devil	1971
The Devils Tits (2008)	devil	2008
The Devonsville Terror (1983)	witch	1983
The Diamonds of Metro Valley (2010)	robot	2010
The Diary (2004)	zombie	2004
The Diary of Anne Frank of the Dead (2008)	zombie	2008
The Diary of Ellen Rimbauer (2003) (TV)	ghost	2003
The Dinosaur Hunter (2000) (TV)	dinosaur	2000
The Dinosaur Hunters (2002) (TV)	dinosaur	2002
The Dinosaur Project (2012)	dinosaur	2012
The Dinosaur and the Missing Link: A Prehistoric Tragedy (1915)	dinosaur	1915
The Dog and the Bone (1937)	devil	1937
The Domestication of the Incredible LMNO Robot (2005)	robot	2005
The Doom Generation (1995)	devil	1995
The Dragon Murder Case (1934)	dragon	1934
The Dragon Painter (1919)	dragon	1919
The Dreaded (1990)	vampire	1990
The Dreadful Dead (1998)	demon	1998
The Dreadful Dead (1998)	monster	1998
The Dreadful Dead (1998)	zombie	1998
The Dreadful Hallowgreen Special (2010) (TV)	devil	2010
The Dreadful Hallowgreen Special (2010) (TV)	dracula	2010
The Dreadful Hallowgreen Special (2010) (TV)	goblin	2010
The Dreadful Hallowgreen Special (2010) (TV)	monster	2010
The Dreadful Hallowgreen Special (2010) (TV)	werewolf	2010
The Dreadful Hallowgreen Special (2010) (TV)	zombie	2010
The Drone (2011)	android	2011
The Duke of Goo (2004)	ghost	2004
The Duke of Goo (2004)	monster	2004
The Duke of Goo (2004)	vampire	2004
The Dunwich Horror (1970)	monster	1970
The Duxorcist (1987)	ghost	1987
The Earth Dies Screaming (1964)	alien	1964
The Earth Dies Screaming (1964)	robot	1964
The Earth Dies Screaming (1964)	zombie	1964
The Echo (2008/I)	ghost	2008
The Echo Game (2009)	ghost	2009
The Eclipse (2009)	ghost	2009
The Eden Formula (2006) (TV)	dinosaur	2006
The Edge (1997)	predator	1997
The Edge of Reality (2003) (V)	bigfoot	2003
The Egg (2006)	monster	2006
The Egyptian (1954)	mummy	1954
The Egyptian Mummy (1914)	mummy	1914
The Electric Grandmother (1982) (TV)	android	1982
The Electric Grandmother (1982) (TV)	robot	1982
The Elephant Man (1980)	monster	1980
The Energy Carol (1975)	ghost	1975
The English Patient (1996)	ghost	1996
The Entity (1982)	demon	1982
The Entity (1982)	ghost	1982
The Entrance (2006)	demon	2006
The Era of Vampires (2003)	vampire	2003
The Era of Vampires (2003)	zombie	2003
The Erotic Ghost (2001) (V)	ghost	2001
The Erotic Mr. Rose (1964)	satan	2001
The Erotic Rites of Countess Dracula (2001) (V)	vampire	2001
The Escape (2002)	dragon	2002
The Eschatrilogy (2012)	monster	2012
The Eternal (2013)	vampire	2013
The Evictors (1979)	demon	1979
The Evil (1978)	demon	1978
The Evil (1978)	devil	1978
The Evil (1978)	ghost	1978
The Evil Dead (1981)	demon	1981
The Evil Dead (1981)	ghost	1981
The Evil Ones (1994)	devil	1994
The Evil Society (2005)	alien	2005
The Evil of Frankenstein (1964)	frankenstein's-monster	1964
The Evolved: Part One (2006)	monster	2006
The Ewok Adventure (1984) (TV)	alien	1984
The Ewok Adventure (1984) (TV)	giant-spider	1984
The Ewok Adventure (1984) (TV)	monster	1984
The Exit Counsel (2012)	demon	2012
The Exit Counsel (2012)	demon	2012
The Exit Counsel (2012)	demon	2012
The Exorcism of Emily Rose (2005)	demon	2005
The Exorcism of Emily Rose (2005)	satan	2005
The Exorcist (1973)	demon	1973
The Exorcist (1973)	devil	1973
The Exorcist (1973)	satan	1973
The Exorcist III (1990)	demon	1990
The Exorcist III (1990)	satan	1990
The Exotic Ones (1968)	monster	1968
The Extraordinary Seaman (1969)	ghost	1969
The Eye (2008)	ghost	2008
The Eye (2008)	witch	2008
The Eye Creatures (1965) (TV)	alien	1965
The Eye Creatures (1965) (TV)	monster	1965
The Eyeball Papercuts (2005) (V)	alien	2005
The Eyeball Papercuts (2005) (V)	ghost	2005
The Face (2008)	zombie	2008
The Faculty (1998)	alien	1998
The Faculty (1998)	monster	1998
The Fall of the House of Usher (1949)	demon	1949
The Fall of the House of Usher (1979)	ghost	1979
The Fallen Ones (2005) (TV)	ghost	2005
The Fallen Ones (2005) (TV)	mummy	2005
The Far Side of Jericho (2006)	ghost	2006
The Fat Spy (1966)	mermaid	1966
The Faust Deal (2008)	demon	2008
The Faust Deal (2008)	devil	2008
The Fear (El Miedo) (2006)	ghost	2006
The Fearless Vampire Killers: Vampires 101 (1967)	vampire	1967
The Feeding (2006) (V)	werewolf	2006
The Fiendish Plot of Dr. Fu Manchu (1980)	mummy	2006
The Fifth Element (1997)	alien	1997
The Fifth Element (1997)	robot	1997
The Fifty-First Dragon (1954)	dragon	1954
The Final Conflict (1981)	demon	1981
The Final Conflict (1981)	devil	1981
The First Bad Man (1955)	dinosaur	1955
The First Vampire: Don't Fall for the Devil's Illusions (2004)	vampire	2004
The Flemish Vampire (2007)	vampire	2007
The Flesh Eaters (1964)	monster	1964
The Flight of Dragons (1982)	dragon	1982
The Flight of Dragons (1982)	ogre	1982
The Flintstones (1994)	dinosaur	1994
The Flintstones Meet Rockula and Frankenstone (1979) (TV)	dracula	1979
The Flintstones Meet Rockula and Frankenstone (1979) (TV)	frankenstein's-monster	1979
The Flintstones Meet Rockula and Frankenstone (1979) (TV)	monster	1979
The Flintstones in Viva Rock Vegas (2000)	alien	2000
The Fly (1958)	giant-insect	1958
The Fly (1958)	monster	1958
The Fly (1986)	monster	1986
The Fly (1986)	mutant	1986
The Fly (????)	monster	1986
The Fly II (1989)	monster	1989
The Fly II (1989)	mutant	1989
The Flying Dutchman (1923)	ghost	1923
The Flying Serpent (1946)	monster	1946
The Flying Sorceress (1956)	witch	1956
The Fog (1980)	ghost	1980
The Fog (1980)	zombie	1980
The Fog (2005)	ghost	2005
The Food of the Gods (1976)	giant-insect	1976
The Food of the Gods (1976)	mutant	1976
The Footloose Goose (1975) (TV)	predator	1975
The Forbidden Kingdom (2008)	witch	2008
The Force (1994) (V)	ghost	1994
The Force on Thunder Mountain (1978)	alien	1978
The Forest (1982)	ghost	1982
The Forest (2011/I)	ghost	2011
The Forgotten (2004)	alien	2004
The Forgotten One (1989)	ghost	1989
The Forsaken (2001)	vampire	2001
The Four Skulls of Jonathan Drake (1959)	zombie	1959
The Fourth Kind (2009)	alien	2009
The Fragile Skin (2000)	monster	2000
The Friendly Ghost (1945)	ghost	1945
The Frighteners (1996)	ghost	1996
The Frightening (2002)	ghost	2002
The Frog, the Dog, and the Devil (1986)	devil	1986
The Frogs Wedding (2007)	witch	2007
The Frozen Inferno (2000) (V)	mutant	2000
The Frozen Inferno (2000) (V)	zombie	2000
The Funhouse (1981)	frankenstein's-monster	1981
The Funhouse (1981)	mutant	1981
The Future (2008)	sasquatch	2008
The Galaxy Invader (1985) (V)	alien	1985
The Gamma People (1956)	mutant	1956
The Gardener (1974)	demon	1974
The Gardener (1974)	monster	1974
The Gate (1987)	demon	1987
The Gate (1987)	devil	1987
The Gate (1987)	monster	1987
The Gate (1987)	zombie	1987
The Gate II: Trespassers (1990)	demon	1990
The Gatekeeper (2008) (V)	zombie	2008
The Gatekeeper (2010/I)	zombie	2010
The Gathering (2004)	devil	2004
The Gay Knighties (1941)	ogre	1941
The Ghost Breakers (1940)	ghost	1940
The Ghost Breakers (1940)	zombie	1940
The Ghost Club: Spirits Never Die (2013)	ghost	2013
The Ghost Dance (1980)	mummy	1980
The Ghost Experiment 3D (2012)	ghost	2012
The Ghost Goes West (1935)	ghost	1935
The Ghost Goes Wild (1947)	ghost	1947
The Ghost That Talked (1957)	ghost	1957
The Ghost Town (1944)	dracula	1944
The Ghost Town (1944)	frankenstein's-monster	1944
The Ghost Town (1944)	ghost	1944
The Ghost Town (1944)	vampire	1944
The Ghost Train (1941)	ghost	1941
The Ghost Walks (1934)	ghost	1934
The Ghost and Mrs. Muir (1947)	ghost	1934
The Ghost and the Guest (1943)	ghost	1943
The Ghost in the Doll (2006)	ghost	2006
The Ghost in the Invisible Bikini (1966)	ghost	1966
The Ghost in the Invisible Bikini (1966)	monster	1966
The Ghost of F. Scott Fitzgerald (2002)	ghost	1966
The Ghost of Flight 401 (1978) (TV)	ghost	1978
The Ghost of Folly (1926)	ghost	1926
The Ghost of Frankenstein (1942)	frankenstein's-monster	1942
The Ghost of Goodnight Lane (2012)	ghost	2012
The Ghost of Greville Lodge (2000)	ghost	2000
The Ghost of Salsbury Inn (2005)	ghost	2005
The Ghost of Sierra de Cobre (1964) (TV)	ghost	1964
The Ghost of Slumber Mountain (1918)	dinosaur	1918
The Ghost of Slumber Mountain (1918)	ghost	1918
The Ghost of St. Michael's (1941)	ghost	1918
The Ghosting (1992)	ghost	1992
The Ghosts of Angela Webb (2005) (V)	ghost	2005
The Ghosts of Crowley Hall (2008)	ghost	2008
The Ghosts of Edendale (2003)	ghost	2003
The Ghosts of Edendale (2003)	phantom	2003
The Ghosts of Hanley House (1968)	ghost	1968
The Ghoul (1933)	mummy	1933
The Ghoul (1975)	ghost	1975
The Ghoul (1975)	monster	1975
The Ghoul (1975)	zombie	1975
The Ghouligans! Super Show! (2008) (TV)	monster	2008
The Ghouligans! Super Show! (2008) (TV)	vampire	2008
The Ghouligans! Super Show! (2008) (TV)	werewolf	2008
The Ghouligans! Super Show! (2008) (TV)	zombie	2008
The Ghouly Boys (????)	sea-monster	2008
The Ghouly Boys (????)	werewolf	2008
The Ghouly Boys (????)	zombie	2008
The Giant Claw (1957)	monster	1957
The Giant Gila Monster (1959)	monster	1959
The Giant Spider Invasion (1975)	alien	1975
The Giant Spider Invasion (1975)	giant-spider	1975
The Gift (2000)	ghost	2000
The Gift (2000)	satan	2000
The Gift (2000)	witch	2000
The Gift (2010) (V)	robot	2010
The Girl and the Ghost (2012)	ghost	2012
The Girl from Monday (2005)	alien	2005
The Girl with Golden Ringlets (2008)	ghost	2008
The Girl with the Hungry Eyes (1995)	vampire	1995
The Glass Bottom Boat (1966)	mermaid	1966
The Glass Bottom Boat (1966)	robot	1966
The Gnomes Great Adventure (1995)	monster	1995
The Gnomes Great Adventure (1995)	troll	1995
The Gnomes' Great Adventure (1987)	troll	1987
The Goat Sucker (2005) (V)	satan	2005
The Goddess of Spring (1934)	demon	1934
The Goddess of Spring (1934)	devil	1934
The Godsend (1980)	demon	1980
The Golden Child (1986)	demon	1986
The Golden Child (1986)	devil	1986
The Golden Child (1986)	dragon	1986
The Golden Child (1986)	monster	1986
The Golden Coin (2010)	troll	2010
The Golden Compass (2007)	demon	2007
The Golden Compass (2007)	robot	2007
The Golden Compass (2007)	witch	2007
The Golden Voyage of Sinbad (1973)	cyclops	1973
The Golden Voyage of Sinbad (1973)	monster	1973
The Goldwyn Follies (1938)	mermaid	1938
The Good Sisters (2009) (V)	witch	2009
The Good Witch (2008) (TV)	witch	2008
The Good Witch's Family (2011) (TV)	witch	2011
The Good, the Bad and the Undead (2010)	zombie	2010
The Governess (1998)	mermaid	1998
The Granny (1995) (V)	demon	1995
The Granny (1995) (V)	zombie	1995
The Grateful Undead (2007) (V)	zombie	2007
The Gravedancers (2006)	ghost	2006
The Grays (1991)	alien	1991
The Great Bear Scare (1983) (TV)	dracula	1983
The Great Bear Scare (1983) (TV)	monster	1983
The Great Bear Scare (1983) (TV)	witch	1983
The Great Land of Small (1987)	goblin	1987
The Great London Mystery (1920)	vampire	1920
The Great Mouse Detective (1986)	robot	1986
The Greatest Story Ever Told (1965)	satan	1965
The Green Monster (2009)	zombie	2009
The Green Slime (1968)	alien	1968
The Green-Eyed Monster (1999) (V)	zombie	1999
The Grief (2009)	ghost	2009
The Grim Reaper (1976)	ghost	1976
The Grotesque (1995)	dinosaur	1995
The Grudge (2004)	ghost	2004
The Grudge 2 (2006)	ghost	2006
The Guest (2010/II)	monster	2010
The Half Man (2010)	invisible-man	2010
The Half-Life Horror from Hell or: Irradiated Satan Rocks the World! (????)	monster	2010
The Half-Life Horror from Hell or: Irradiated Satan Rocks the World! (????)	satan	2010
The Half-Life Horror from Hell or: Irradiated Satan Rocks the World! (????)	zombie	2010
The Halfway House (1944)	ghost	1944
The Halfway House (2004)	monster	2004
The Halloween That Almost Wasn't (1979) (TV)	monster	1979
The Halloween That Almost Wasn't (1979) (TV)	vampire	1979
The Halloween That Almost Wasn't (1979) (TV)	witch	1979
The Halloween Tree (1993) (TV)	mummy	1993
The Halloween Tree (1993) (TV)	witch	1993
The Hamiltons (2006)	vampire	2006
The Hand (1981)	mutant	1981
The Hangman's Light (2002)	ghost	2002
The Happiness Salesman (2010)	demon	2010
The Happiness Salesman (2010)	devil	2010
The Harlem Globetrotters on Gilligan's Island (1981) (TV)	robot	1981
The Harsh Light of Day (2012)	vampire	2012
The Harvard Zombie Massacre (2013)	zombie	2013
The Haunted (1991) (TV)	demon	1991
The Haunted (1991) (TV)	ghost	1991
The Haunted Bedroom (1919)	ghost	1919
The Haunted Cat (1951)	ghost	1951
The Haunted Hotel (1907)	demon	1907
The Haunted Hotel (1907)	ghost	1907
The Haunted House (1899)	ghost	1899
The Haunted Mansion (2003)	ghost	2003
The Haunted Mansion (2003)	zombie	2003
The Haunted Mouse (1941)	ghost	1941
The Haunted Palace (1963)	ghost	1963
The Haunted Palace (1963)	monster	1963
The Haunted Palace (1963)	mutant	1963
The Haunted Sea (1997)	monster	1997
The Haunted Ship (1930)	ghost	1930
The Haunted World of El Superbeasto (2009)	alien	2009
The Haunted World of El Superbeasto (2009)	monster	2009
The Haunted World of El Superbeasto (2009)	mummy	2009
The Haunted World of El Superbeasto (2009)	robot	2009
The Haunted World of El Superbeasto (2009)	satan	2009
The Haunted World of El Superbeasto (2009)	vampire	2009
The Haunted World of El Superbeasto (2009)	werewolf	2009
The Haunted World of El Superbeasto (2009)	zombie	2009
The Haunting (1963)	ghost	1963
The Haunting (1999)	ghost	1999
The Haunting Hour: Don't Think About It (2007) (V)	monster	2007
The Haunting Passion (1983) (TV)	ghost	1983
The Haunting in Connecticut (2009)	ghost	2009
The Haunting of Barney Palmer (1987) (TV)	ghost	1987
The Haunting of Helen Walker (1995) (TV)	ghost	1995
The Haunting of Hell House (1999)	ghost	1999
The Haunting of M. (1979)	ghost	1999
The Haunting of Marsten Manor (2007)	ghost	2007
The Haunting of Morella (1990)	demon	1990
The Haunting of Morella (1990)	witch	1990
The Haunting of Sarah Hardy (1989) (TV)	ghost	1989
The Haunting of Seacliff Inn (1994) (TV)	ghost	1994
The Haunting of Sorority Row (2007) (TV)	ghost	2007
