TITLE	KEYWORD	YEAR
Hollow Man II (2006) (V)	invisible-man	2006
Hollywood Capers (1935)	robot	1935
Hollywood Mortuary (1998) (V)	zombie	1998
Hollywood Vampyr (2002)	vampire	2002
Hollywood Zombies (2011)	zombie	2011
Hollywood-Monster (1987)	ghost	1987
Holocaust 2000 (1977)	demon	1977
Holocaust Holocaust (2008)	zombie	2008
Holy Hell (2009)	demon	2009
Homage (2004)	vampire	2004
Hombre mirando al sudeste (1986)	alien	1986
Home Alone 5: Alone in the Dark (2012) (TV)	ghost	2012
Home Movie (2008/II)	dragon	2008
Home Run (2002)	vampire	2002
Home Sick (2007)	demon	2007
Home Sweet Homeless (2007)	devil	2007
Home delivery: Servicio a domicilio (2005)	zombie	2005
Homestarrunner.com: Everything Else, Volume 1 (2005) (V)	dragon	2005
Homestarrunner.com: Everything Else, Volume 2 (2006) (V)	dragon	2005
Homunculus, 1. Teil (1916)	android	2005
Honey, I Shrunk the Kids (1989)	mutant	1989
Honeymoon Murders (1990) (V)	monster	1990
Honeymoon Murders II (1990) (V)	monster	1990
Hong fu qi tian (1991)	ghost	1991
Honky Holocaust (2013)	zombie	2013
Honogurai mizu no soko kara (2002)	ghost	2002
Honto ni atta noroi no bideo 7 (2001) (V)	ghost	2001
Honto ni atta! Noroi no bideo: Norowareta byÃ´in hen (2000) (V)	ghost	2000
Hood of Horror (2006)	demon	2006
Hood of Horror (2006)	vampire	2006
Hood of the Living Dead (2005) (V)	zombie	2005
Hoodwinked Too! Hood vs. Evil (2011)	witch	2005
Hook (1991)	mermaid	1991
Hooky Spooky (1957)	ghost	1957
Hooligan Assists the Magician (1900)	ghost	1900
Hopeless (2013)	zombie	2013
Hor taew tak (2007)	ghost	2007
Horno (2009) (V)	zombie	2009
Horringer: A Zombie Western (2011)	zombie	2011
Horror (1963)	monster	1963
Horror (2002)	devil	2002
Horror (2002)	ghost	2002
Horror (2002)	zombie	2002
Horror Express (1972)	alien	1972
Horror Express (1972)	monster	1972
Horror Express (1972)	zombie	1972
Horror Heaven (1984)	frankenstein's-monster	1984
Horror Heaven (1984)	mummy	1984
Horror High (1974)	monster	1974
Horror Hospital (1973)	zombie	1973
Horror Island (1941)	phantom	1941
Horror of the Blood Monsters (1970)	alien	1970
Horror of the Blood Monsters (1970)	monster	1970
Horror of the Blood Monsters (1970)	vampire	1970
Horrors of War (2006)	werewolf	2006
Horrorshow (2008) (V)	vampire	2008
Horsemen of the Sierras (1949)	ghost	1949
Hoshi o Ou Kodomo (2011)	monster	2011
Hot Spot (1945)	devil	1945
Hot Spot (1945)	satan	1945
Hot Vampire Nights (2000) (V)	vampire	2000
Hot Water (1924)	ghost	1924
Hot Wax Zombies on Wheels (1999)	zombie	1999
Hotaru no haka (1988)	ghost	1988
Hotel Transylvania (2012)	dracula	2012
Hotel Transylvania (2012)	monster	2012
Hotel Transylvania (2012)	vampire	2012
House (1986)	demon	1986
House (1986)	ghost	1986
House (1986)	monster	1986
House (1986)	witch	1986
House Guest (2008) (V)	zombie	2008
House Hunting Mice (1948)	robot	1948
House IV (1992) (V)	monster	1992
House No. 13 (1991)	ghost	1992
House Wins! (2007)	robot	2007
House of 1000 Corpses (2003)	monster	2003
House of Bad (2012)	ghost	2012
House of Black Wings (2010)	ghost	2010
House of Dark Shadows (1970)	vampire	1970
House of Darkness (1948)	ghost	1948
House of Dies Drear (1984) (TV)	ghost	1984
House of Dracula (1945)	dracula	1945
House of Dracula (1945)	frankenstein's-monster	1945
House of Dracula (1945)	monster	1945
House of Dracula (1945)	vampire	1945
House of Dracula (1945)	werewolf	1945
House of Echoes (2008)	ghost	2008
House of Evil (1974) (TV)	devil	1974
House of Frankenstein (1944)	dracula	1944
House of Frankenstein (1944)	frankenstein's-monster	1944
House of Frankenstein (1944)	monster	1944
House of Frankenstein (1944)	vampire	1944
House of Frankenstein (1944)	werewolf	1944
House of Frankenstein (1997) (TV)	frankenstein's-monster	1997
House of Frankenstein (1997) (TV)	vampire	1997
House of Frankenstein (1997) (TV)	werewolf	1997
House of Sticks (2011)	ghost	2011
House of Usher (1960)	ghost	1960
House of Usher (2008)	ghost	2008
House of the Black Death (1965)	werewolf	1965
House of the Black Death (1965)	witch	1965
House of the Damned (1996) (V)	ghost	1996
House of the Damned (1996) (V)	zombie	1996
House of the Dead (2003)	zombie	2003
House of the Dead 2 (2005) (TV)	zombie	2005
House of the Living Dead (1974)	demon	1974
House of the Living Dead (1974)	ghost	1974
House of the Living Dead (1974)	monster	1974
House of the Wolf Man (2009)	dracula	2009
House of the Wolf Man (2009)	monster	2009
House of the Wolf Man (2009)	werewolf	2009
House of the Wolf Man (2009)	witch	2009
House on Bare Mountain (1962)	dracula	1962
House on Bare Mountain (1962)	frankenstein's-monster	1962
House on Bare Mountain (1962)	vampire	1962
House on Bare Mountain (1962)	werewolf	1962
House on Haunted Hill (1959)	ghost	1959
House on Haunted Hill (1999)	ghost	1999
House on Hooter Hill (2007) (V)	ghost	2007
Housewife from Hell (1993)	ghost	1993
How Dinosaurs Learned to Fly (2000)	dinosaur	2000
How High (2001)	ghost	2001
How I Saved the World (2001)	alien	2001
How My Dad Killed Dracula (2008)	dracula	2008
How My Dad Killed Dracula (2008)	vampire	2008
How the Grinch Stole Christmas (2000)	monster	2000
How the Grinch Stole Christmas! (1966) (TV)	monster	1966
How to Break Up with Your Girlfriend (2012)	alien	2012
How to Kiss a Frog (2008)	demon	2008
How to Kiss a Frog (2008)	devil	2008
How to Kiss a Frog (2008)	ghost	2008
How to Kiss a Frog (2008)	vampire	2008
How to Make a Doll (1968)	robot	1968
How to Make a Monster (1958)	frankenstein's-monster	1958
How to Make a Monster (1958)	monster	1958
How to Make a Monster (1958)	werewolf	1958
How to Make a Monster (2001) (TV)	monster	2001
How to Stuff a Wild Bikini (1965)	witch	1965
How to Succeed with Girls (1964)	frankenstein's-monster	1964
How to Survive a Robot Uprising (????)	robot	1964
How to Survive a Vampire Attack (2009)	vampire	2009
How to Survive a Zombie Attack (2006)	zombie	2006
How to Train Your Dragon (2010)	dragon	2010
Howard the Duck (1986)	alien	1986
Howl (2010)	ghost	2010
Howling Brat (2008)	werewolf	2008
Howling II: Stirba - Werewolf Bitch (1985)	monster	1985
Howling II: Stirba - Werewolf Bitch (1985)	werewolf	1985
Howling III (1987)	monster	1987
Howling III (1987)	werewolf	1987
Howling IV: The Original Nightmare (1988) (V)	werewolf	1988
Howling Moon (2011)	ghost	2011
Howling Moon (2011)	werewolf	2011
Howling V: The Rebirth (1989)	werewolf	1989
Howling VI: The Freaks (1991) (V)	werewolf	1991
Howling: New Moon Rising (1995) (V)	werewolf	1995
Hu die fei (2008)	ghost	2008
Hu gui xi chun (1971)	ghost	1971
Hua gui you xian gong si (1989)	ghost	1989
Hua pi (2008)	demon	2008
Hua zhong xian (1988)	ghost	1988
Hugo (2011)	mermaid	2011
Hugo (2011)	robot	2011
Hui Buh (2006)	ghost	2006
Hulk (2003)	monster	2003
Human Experiments (1979)	monster	1979
Humanoids from Atlantis (1992)	monster	1992
Humanoids from the Deep (1980)	monster	1980
Humanoids from the Deep (1980)	mutant	1980
Humanoids from the Deep (1980)	sea-monster	1980
Humanoids from the Deep (1996) (TV)	mutant	1996
Humans Versus Zombies (2011)	zombie	2011
Humongous (1982)	monster	1982
Humongous (1982)	mutant	1982
Hunch (2003)	ghost	2003
Hung jaak yin ji (1998)	ghost	1998
Hungry Wives (1972)	witch	1972
Hunted (2011/I)	zombie	2011
Hunting Grounds (2009)	alien	2009
Hunting Helsing (2009)	vampire	2009
Huntress: Spirit of the Night (1995)	werewolf	1995
Hurts and Flowers (1969)	ghost	1969
Huset vid vÃ¤gens Ã¤nde (2003)	ghost	2003
Hush (2008/II)	ghost	2008
Hush Little Baby (2007) (TV)	ghost	2007
Hush...Hush, Sweet Charlotte (1964)	ghost	2007
Husk (2011)	zombie	2011
Huwag mong buhayin ang bangkay (1987)	zombie	1987
Hwa-i-teu: Jeo-woo-eui Mel-lo-di (2011)	ghost	2011
Hwanggeum nalgae 1.2.3. (1978)	robot	2011
Hwarang-V samchongsa (1987)	robot	1987
Hybrid (1997)	monster	1997
Hyde and Sneak (1962)	alien	1962
Hydra (2009) (TV)	monster	2009
Hydrophobia (????)	mermaid	2009
Hyeol-eui-noo (2005)	ghost	2005
Hyeol-eui-noo (2005)	witch	2005
Hyn huet ching nin (2002)	ghost	2002
Hyper Sapien: People from Another Star (1986)	alien	1986
Hyperspace (1984)	alien	1984
Hysterical (1983)	dracula	1983
Hysterical (1983)	ghost	1983
Hysterical (1983)	vampire	1983
Hysterical (1983)	zombie	1983
HÃ¤nsel und Gretel (2005) (TV)	witch	2005
HÃ¤xan (1922)	demon	1922
HÃ¤xan (1922)	devil	1922
HÃ¤xan (1922)	monster	1922
HÃ¤xan (1922)	satan	1922
HÃ¤xan (1922)	witch	1922
HÃ¤xnatten (1937)	witch	1937
I Am Alive (2012)	zombie	2012
I Am Bish (2009)	zombie	2009
I Am Legend (2007)	mutant	2007
I Am Legend (2007)	vampire	2007
I Am Legend (2007)	zombie	2007
I Am Not a Werewolf! (2008)	werewolf	2008
I Am Number Four (2011)	alien	2011
I Am Number Four (2011)	monster	2011
I Am Omega (2007) (V)	zombie	2007
I Am ZoZo (2012)	ghost	2012
I Am Zombie Man (2007)	zombie	2007
I Bury the Living (1958)	zombie	1958
I Can Make You Love Me (1993) (TV)	predator	1993
I Could Never Be Your Woman (2007)	witch	2007
I Cover Chinatown (1936)	dragon	1936
I Dincj de Lune (1999) (V)	werewolf	1999
I Don't Want to Be Born (1975)	demon	1975
I Heart Doomsday (2010)	android	2010
I Heart Doomsday (2010)	robot	2010
I Kina spiser de hunde (1999)	devil	1999
I Kina spiser de hunde (1999)	ghost	1999
I Kissed a Vampire (2010)	vampire	2010
I Know My First Name Is Steven (1989) (TV)	predator	1989
I Love Sarah Jane (2008)	zombie	2008
I Love You Like a Twist (2012)	monster	2012
I Love You, Eve (2009)	robot	2009
I Married a Monster (1998) (TV)	alien	1998
I Married a Monster from Outer Space (1958)	alien	1958
I Married a Monster from Outer Space (1958)	monster	1958
I Married a Vampire (1987)	vampire	1987
I Married a Witch (1942)	witch	1942
I Sell the Dead (2008)	alien	2008
I Sell the Dead (2008)	vampire	2008
I Sell the Dead (2008)	zombie	2008
I Walked with a Zombie (1943)	zombie	1943
I Walked with a Zombie (2013)	zombie	2013
I Want My Mummy (1966)	mummy	1966
I Was Never Young (2003)	vampire	2003
I Was a Mermaid and Now I'm a Pop Star (2011)	mermaid	2011
I Was a Teenage Antichrist (2011)	satan	2011
I Was a Teenage Faust (2002) (TV)	devil	2002
I Was a Teenage Frankenstein (1957)	frankenstein's-monster	1957
I Was a Teenage Werewolf (1957)	werewolf	1957
I Was a Teenage Zombie (1987)	zombie	1987
I Was a Zombie for the F.B.I. (1982)	alien	1987
I Was a Zombie for the F.B.I. (1982)	zombie	1987
I diafanoidi vengono da Marte (1966)	alien	1966
I giganti della Tessaglia (Gli argonauti) (1960)	cyclops	1960
I giganti della Tessaglia (Gli argonauti) (1960)	monster	1960
I giganti della Tessaglia (Gli argonauti) (1960)	witch	1960
I pianeti contro di noi (1962)	alien	1962
I predatori di Atlantide (1983)	monster	1983
I racconti di Canterbury (1972)	devil	1972
I tre volti del terrore (2004)	werewolf	2004
I tre volti della paura (1963)	ghost	1963
I tre volti della paura (1963)	vampire	1963
I vampiri (1956)	vampire	1956
I'll See You in My Dreams (2003)	zombie	2003
I'm Dangerous Tonight (1990) (TV)	mummy	1990
I've Been Waiting for You (1998) (TV)	witch	1998
I've Met the Devil (2005)	devil	2005
I, Frankenstein (2013)	dracula	2013
I, Frankenstein (2013)	frankenstein's-monster	2013
I, Frankenstein (2013)	invisible-man	2013
I, Frankenstein (2013)	monster	2013
I, Frankenstein (2013)	mummy	2013
I, Frankenstein (2013)	werewolf	2013
I, Madman (1989)	monster	1989
I, Monster (1971)	monster	1971
I, Robot (2004)	android	2004
I, Robot (2004)	robot	2004
I, Robot 2 (2015)	robot	2015
I, Zombie: The Chronicles of Pain (1999)	zombie	1999
Ianthe (1985)	vampire	1985
Ibara no O (2009)	alien	2009
Ibulong mo sa hangin (1966)	vampire	1966
Ice Age (2002)	dinosaur	2002
Ice Age: Continental Drift (2012)	dinosaur	2012
Ice Age: Continental Drift (2012)	giant-ape	2012
Ice Age: Dawn of the Dinosaurs (2009)	dinosaur	2009
Ice Age: The Meltdown (2006)	sea-monster	2006
Ice Queen (2005) (V)	mutant	2005
Ice Scream (1957)	ghost	1957
Ice Spiders (2007) (TV)	giant-insect	2007
Ice Spiders (2007) (TV)	giant-spider	2007
Ice Spiders (2007) (TV)	monster	2007
Id (2004) (V)	monster	2004
Identity (2010)	ghost	2010
Identity Crisis (1989)	witch	1989
Idle Hands (1999)	satan	1999
Idle Hands (1999)	zombie	1999
Idle Roomers (1943)	werewolf	1943
If You Let Me (2010)	vampire	2010
Ignis Fatuus (2011)	demon	2011
Ignis Fatuus (2011)	devil	2011
Ignis Fatuus (2011)	satan	2011
Igor (2008)	monster	2008
Igor (2008)	robot	2008
Iisko-Matti ja rakkaus (2002)	ghost	2002
Ikarie XB 1 (1963)	alien	1963
Ikarie XB 1 (1963)	robot	1963
Iki ningyÃ´ (2000) (V)	ghost	2000
Il bosco 1 (1988)	demon	1988
Il bosco 1 (1988)	zombie	1988
Il cappotto (1952)	ghost	1952
Il castello dei morti vivi (1964)	mummy	1964
Il castello dei morti vivi (1964)	witch	1964
Il castello della paura (1974)	frankenstein's-monster	1974
Il castello della paura (1974)	monster	1974
Il cav. Costante Nicosia demoniaco, ovvero: Dracula in Brianza (1975)	dracula	1974
Il cav. Costante Nicosia demoniaco, ovvero: Dracula in Brianza (1975)	vampire	1974
Il colosso di Rodi (1961)	mummy	1961
Il divo: La spettacolare vita di Giulio Andreotti (2008)	ghost	2008
Il fantasma dell'opera (1998)	phantom	1998
Il fantasma di Sodoma (1988)	ghost	1988
Il fiore delle mille e una notte (1974)	demon	1974
Il fiume del grande caimano (1979)	monster	1979
Il fiume del grande caimano (1979)	sea-monster	1979
Il gatto a nove code (1971)	ghost	1971
Il gigante di Metropolis (1961)	ghost	1961
Il maestro e Margherita (1972)	devil	1972
Il maestro e Margherita (1972)	satan	1972
Il medaglione insanguinato (1975)	demon	1975
Il mondo di Yor (1983)	dinosaur	1983
Il mondo di Yor (1983)	monster	1983
Il mostro dell'isola (1954)	monster	1954
Il mostro dell'opera (1964)	vampire	1964
Il mostro di Frankenstein (1921)	frankenstein's-monster	1921
Il piccolo diavolo (1988)	devil	1988
Il plenilunio delle vergini (1973)	vampire	1973
Il profumo della signora in nero (1974)	witch	1974
Il regista di matrimoni (2006)	ghost	2006
Il rosso segno della follia (1970)	ghost	1970
Il sesso della strega (1973)	witch	1973
Il signor Quindicipalle (1998)	ghost	1998
Il trono di fuoco (1983)	devil	1983
Il trono di fuoco (1983)	satan	1983
Il tuo vizio Ã¨ una stanza chiusa e solo io ne ho la chiave (1972)	ghost	1972
Il Ã©tait une fois le diable - Devil Story (1985)	monster	1985
Il Ã©tait une fois le diable - Devil Story (1985)	mummy	1985
Illegal Alien (1982)	alien	1982
Illegal Aliens (2007)	alien	2007
Illuminance (2011)	alien	2011
Ilya Muromets (1956)	dragon	1956
Images of Helen (1998)	ghost	1998
Imagination (2002)	monster	2002
Imagination (2002)	vampire	2002
Imagine (2006/I)	demon	2006
Imma youjo 2 (1995) (V)	android	1995
Immortally Yours (2009)	vampire	2009
Immortel (ad vitam) (2004)	mutant	2004
Impaktita (1989)	vampire	1989
Impostor (2001)	alien	2001
Impostor (2001)	android	2001
Impostor (2001)	robot	2001
Imprint (2007/I)	ghost	2007
Impulse (1974)	demon	1974
Impulse (1984)	demon	1984
In Hot Water (2004)	witch	2004
In Search of the Wow Wow Wibble Woggle Wazzie Woodle Woo (1985) (TV)	monster	1985
In Silent Spaces (2008)	ghost	2008
In Your Wildest Dreams (1991)	robot	1991
In a Dark Place (2006)	ghost	2006
In the Closet (2008)	monster	2008
In the Dust (2014)	vampire	2014
In the Electric Mist (2009)	ghost	2009
In the Event of a Zombie Attack (2008)	zombie	2008
In the Flesh (????)	ghost	2008
In the Know (2013)	alien	2013
In the Land of Phantoms (2008) (V)	vampire	2008
In the Mouth of Madness (1994)	monster	1994
In the Name of the King 2: Two Worlds (2011)	dragon	2011
In the Name of the King: A Dungeon Siege Tale (2007)	monster	2007
In the Red (2006) (V)	werewolf	2006
In the Shadow of the Moon (2014)	werewolf	2014
In the Woods (1999)	demon	1999
In the Year 2889 (1967) (TV)	monster	1967
In the Year 2889 (1967) (TV)	mutant	1967
InAlienable (2008)	alien	2008
InHumanoids: The Movie (1986) (V)	monster	1986
Inbetween (2008/I)	ghost	2008
Inbred Redneck Alien Abduction (2004) (V)	alien	2004
Incense for the Damned (1971)	vampire	1971
Incident at Loch Ness (2004)	monster	2004
Incontri molto ravvicinati del quarto tipo (1978)	alien	1978
Incubo sulla cittÃ  contaminata (1980)	zombie	1980
Incubus (1966)	demon	1966
Incubus (1982)	demon	1982
Independence Day (1996)	alien	1996
Indestructible (2009) (V)	zombie	2009
Indestructible Man (1956)	mutant	1956
Indiana Jed (1992) (V)	monster	1992
Indiana Joai: Elephant Cemetery (2003)	ghost	2003
Indiana Jones and the Kingdom of the Crystal Skull (2008)	alien	2008
Indiana Jones and the Kingdom of the Crystal Skull (2008)	mummy	2008
Inebriatus Rex (2008)	dinosaur	2008
Inebriatus Rex (2008)	ghost	2008
Infected (2008) (V)	monster	2008
Infected (2012)	zombie	2012
Infection (2005)	alien	2005
Infection: The Invasion Begins (2010)	alien	2010
Inferno (1980)	witch	1980
Inferno of the Dead (2009)	zombie	2009
Infestation (2009)	giant-insect	2009
Infestation (2009)	monster	2009
Infestation (2009)	mutant	2009
Inhabited (2003) (V)	goblin	2003
Inhabited (2003) (V)	monster	2003
Inheritance (2004/I)	ghost	2004
Inheriting the Earth (2007)	ghost	2007
Inhyeongsa (2004)	ghost	2004
InjÃ» gakuen (1992) (V)	demon	1992
InjÃ» gakuen 2: MashÃ´ no hime tanjÃ´ jissha hen (1996) (V)	demon	1996
InjÃ» gakuen 3: Kunoichi-gari (1996) (V)	demon	1996
InjÃ» gakuen 3: Kunoichi-gari (1996) (V)	monster	1996
InjÃ» gakuen: Shikima-kai no gyakushÃ» (1995) (V)	demon	1995
InjÃ» kyÃ´shi - jissha-ban (1995) (V)	monster	1995
InjÃ» seisen: Twin Angels (1995) (V)	demon	1995
InjÃ» seisen: Twin Angels (1995) (V)	monster	1995
Inkubus (2011)	satan	2011
Innocence (2004/I)	android	2004
Innocence (2004/I)	robot	2004
Innocent Blood (1992)	vampire	1992
Innocent Blood (1992)	zombie	1992
Innovation: The Acting and Improvisation of 'District 9' (2009) (V)	alien	2009
InquisiciÃ³n (1976)	demon	1976
InquisiciÃ³n (1976)	devil	1976
InquisiciÃ³n (1976)	witch	1976
Insane in the Brain (2007) (V)	zombie	2007
Insanitarium (2008) (V)	zombie	2008
Insatiable (2009)	vampire	2009
Insecticidal (2005)	giant-insect	2005
Insecticidal (2005)	mutant	2005
Inseminoid (1981)	alien	1981
Inseminoid (1981)	monster	1981
Inseminoid (1981)	mutant	1981
Inside I'm Dancing (2004)	goblin	2004
Insidious (2010/I)	demon	2010
Insidious (2010/I)	ghost	2010
Insight of Evil (2004)	ghost	2004
Insight of Evil (2004)	zombie	2004
Inspector Gadget (1999)	android	1999
Inspector Gadget (1999)	robot	1999
Intelligent Life (2002)	alien	2002
Intelligent Life (2002)	robot	2002
Interceptor Force 2 (2002) (TV)	alien	2002
Interceptors (1999)	alien	1999
Intergalactic Combat (2007)	alien	2007
Intergalactic Idol (2003)	alien	2003
Intermedio (2005)	ghost	2005
Intermedio (2005)	zombie	2005
Intervention (2008/III)	zombie	2008
Interview with Terror (1987)	witch	1987
Interview with Terror (1987)	zombie	1987
Interview with the Vampire: The Vampire Chronicles (1994)	vampire	1994
Interzone (1987)	monster	1987
Into the Wake (2011)	ghost	2011
Into the Woods (????)	witch	2011
Into the Woods... (1998) (V)	zombie	2011
Intruders (1992) (TV)	alien	1992
Intrusion (2008)	alien	2008
Intrusion (2008)	ghost	2008
Intrusion (2008)	monster	2008
Intrusion (2010/I)	alien	2010
Inugami (2001)	ghost	2001
Inuyasha - Jidai wo koeru omoi (2001)	demon	2001
Inuyasha - Jidai wo koeru omoi (2001)	monster	2001
Invader (1992)	alien	1992
Invaders (2010)	alien	2010
Invaders from Mars (1953)	alien	1953
Invaders from Mars (1986)	alien	1986
Invasion (1965)	alien	1965
Invasion (2013)	alien	2013
Invasion Earth: The Aliens Are Here (1988)	alien	1988
Invasion for Flesh and Blood (1994) (V)	alien	1994
Invasion for Flesh and Blood (1994) (V)	android	1994
Invasion from Inner Earth (1974)	alien	1974
